total,intExpID,type,column,total_users,user_no,intSeg,intArr,intDel,intSta,intRep,intDelRate,intActRate,intByteSize,floatBuf,algorithm_used,seg_Dur,width,height,resolutions,play_Pos,RTT,Clae,Duanmu,Yin,Yu,P1203,rtt_qos,tp_qos,p_qos
3876,126,static,1,3,1,9,31567,3382,2018,239,133,225,56343,2000,arbiter,2000,320,180,320x180,16000,1521.215,0.48,60.739,14272.635,-19.85,1.395,511.001,115541.0381,26
3877,126,static,1,3,1,10,35581,3356,2013,239,110,185,46325,2000,arbiter,2000,320,180,320x180,18000,519.319,0.48,59.129,14488.15,-19.86,1.366,571.913,20827.2088,25
3878,126,static,1,3,1,11,39598,3377,2017,239,130,220,55018,2000,arbiter,2000,320,180,320x180,20000,484.828,0.48,57.861,14724.665,-19.87,1.336,427.65,22801.62831,27
3879,126,static,1,3,1,12,42502,2311,903,239,180,208,52119,2000,arbiter,2000,320,180,320x180,22000,299.612,0.48,53.976,11634.18,-19.926,1.327,192.816,29285.93809,19
3880,126,static,1,3,1,13,45350,2292,848,239,158,181,45321,2000,arbiter,2000,320,180,320x180,24000,457.823,0.48,50.599,8366.695,-20.062,1.319,124.059,69383.9059,19
3881,126,static,1,3,1,14,47532,1647,182,239,153,126,31597,2000,arbiter,2000,320,180,320x180,26000,368.366,0.48,48.715,6443.21,-20.319,1.322,232.853,31195.5245,12
3882,126,static,1,3,1,15,50061,1758,528,239,154,136,34006,2000,arbiter,2000,320,180,320x180,28000,207.086,0.48,47.909,5722.725,-20.643,1.328,196.771,26063.7342,13
3883,126,static,1,3,1,16,51735,894,0,239,494,221,55270,2326,arbiter,2000,320,180,320x180,30000,23.815,0.48,47.482,5416.24,-21.051,1.334,119.048,73635.8811,26
3884,126,static,1,3,1,17,55145,2620,1083,239,202,264,66235,2000,arbiter,2000,320,180,320x180,32000,196.551,0.48,48.389,7320.755,-20.409,1.3,207.874,29667.78703,24
3885,126,static,1,3,1,18,57984,2127,839,239,259,276,69071,2000,arbiter,2000,320,180,320x180,34000,125.524,0.48,49.671,10077.27,-20.142,1.312,128.772,37335.57621,25
3886,126,static,1,3,1,19,59761,955,0,239,618,295,73833,2224,arbiter,2000,320,180,320x180,36000,159.709,0.48,47.802,7067.785,-20.709,1.316,167.768,127209.2636,36
3887,126,static,1,3,1,20,63169,2678,1184,239,206,276,69054,2000,arbiter,2000,320,180,320x180,38000,241.848,0.48,48.237,8342.3,-20.46,1.286,214.483,30745.97468,25
3888,126,static,1,3,1,21,65894,2015,725,239,288,290,72601,2000,arbiter,2000,320,180,320x180,40000,63.372,0.48,49.173,10756.815,-20.21,1.277,50.714,38587.75279,27
3889,126,static,1,3,1,22,67789,1258,0,239,730,459,114859,2105,arbiter,2000,320,180,320x180,42000,30.202,0.48,47.454,7444.33,-21.053,1.295,61.687,116200.1945,46
3890,126,static,1,3,1,23,71452,2958,1558,239,264,391,97765,2000,arbiter,2000,320,180,320x180,44000,15.121,0.48,48.477,10182.845,-20.369,1.286,54.051,34821.07765,35
3891,126,static,1,3,1,24,74627,2403,1175,239,297,357,89481,2000,arbiter,2000,320,180,320x180,46000,13.255,0.48,49.833,13947.36,-20.118,1.278,45.096,39032.46244,32
3892,126,static,1,3,1,25,75833,457,0,239,1328,303,75888,2795,arbiter,2000,320,180,320x180,48000,10.123,0.48,47.883,9512.875,-20.649,1.265,36.176,221990.1824,36
3893,126,static,1,3,1,26,78394,1817,0,239,307,279,69910,2234,arbiter,2000,320,180,320x180,50000,15.927,0.48,46.477,6227.39,0.24,1.266,21.317,41865.0269,26
3894,126,static,1,3,1,27,79865,727,0,239,842,306,76536,2764,arbiter,2000,320,180,320x180,52000,11.236,0.48,46.477,6466.905,0.24,1.268,66.097,120141.9954,34
3895,126,static,1,3,1,28,82765,2027,136,239,293,297,74437,2000,arbiter,2000,320,180,320x180,54000,182.684,0.48,46.619,7114.42,-33.76,1.262,155.001,44217.71326,27
3896,126,static,1,3,1,29,86059,2453,1294,239,202,248,62010,2000,arbiter,2000,320,180,320x180,56000,183.047,0.48,47.919,11235.935,-20.606,1.256,89.411,53661.5062,23
3897,126,static,1,3,1,30,87933,1016,0,239,455,231,57894,2127,arbiter,2000,320,180,320x180,58000,149.977,0.48,47.74,11067.45,-20.733,1.276,117.888,77663.00063,28
3898,126,static,1,3,1,31,89918,1123,0,239,306,172,43066,2142,arbiter,2000,320,180,320x180,60000,153.515,0.48,46.477,7424.965,0.24,1.259,83.496,50845.96446,16
3899,126,static,1,3,1,32,92194,1386,133,378,488,338,84652,2000,arbiter,2000,384,216,384x216,62000,0.202,0.448,46.726,8063.48,-38.307,1.255,22.629,67412.96377,31
3900,126,static,1,3,1,33,94119,1100,0,239,471,259,64839,2075,arbiter,2000,320,180,320x180,64000,133.377,0.449,46.721,8163.933,-39.458,1.255,82.654,74220.55921,24
3901,126,static,1,3,1,34,95422,356,0,378,972,173,43287,2773,arbiter,2000,384,216,384x216,66000,0.156,0.44,46.631,8004.448,0.248,1.255,34.369,174992.3581,16
3902,126,static,1,3,1,35,97759,1189,0,572,844,501,125478,2436,arbiter,2000,512,288,512x288,68000,38.57,0.405,46.706,8383.025,0.257,1.263,54.243,115294.7284,45
3903,126,static,1,3,1,36,99240,574,0,239,366,105,26284,2955,arbiter,2000,320,180,320x180,70000,138.337,0.406,46.728,8289.566,0.256,1.259,63.474,73384.46204,11
3904,126,static,1,3,1,37,100581,376,0,378,1161,218,54613,3615,arbiter,2000,384,216,384x216,72000,0.127,0.406,46.745,8529.081,0.26,1.259,39.34,193376.4979,20
3905,126,static,1,3,1,38,101709,266,0,239,1080,143,35911,4488,arbiter,2000,320,180,320x180,74000,49.702,0.407,46.737,8629.534,0.259,1.259,8.885,307611.1017,14
3906,126,static,1,3,1,39,103221,647,0,239,470,152,38065,4976,arbiter,2000,320,180,320x180,76000,134.536,0.407,46.733,8869.049,0.259,1.259,53.932,92515.57996,15
3907,126,static,1,3,1,40,104691,510,0,239,556,141,35468,5506,arbiter,2000,320,180,320x180,78000,78.286,0.408,46.73,9108.564,0.258,1.259,58.911,97597.0597,14
3908,126,static,1,3,1,41,105966,498,0,378,1024,255,63765,6232,arbiter,2000,384,216,384x216,80000,0.336,0.409,46.748,9348.079,0.261,1.26,18.534,168868.1162,24
3909,126,static,1,3,1,42,107289,367,0,378,1291,237,59265,6909,arbiter,2000,384,216,384x216,82000,0.735,0.41,46.767,9726.656,0.264,1.26,19.119,192441.6968,22
3910,126,static,1,3,1,43,108603,349,0,378,1386,241,60483,7595,arbiter,2000,384,216,384x216,84000,0.247,0.411,46.786,10105.233,0.267,1.26,21.937,199904.5016,22
3911,126,static,1,3,1,44,110715,735,0,572,1225,450,112579,7484,arbiter,2000,512,288,512x288,86000,50.188,0.399,46.836,10483.81,0.274,1.265,39.129,188712.2624,40
3912,126,static,1,3,1,45,112064,191,0,572,2856,272,68203,8135,arbiter,2000,512,288,512x288,88000,34.37,0.392,46.883,11056.299,0.28,1.264,47.474,1130431.191,35
3913,126,static,1,3,1,46,114086,854,0,572,650,277,69486,8113,arbiter,2000,512,288,512x288,90000,17.97,0.387,46.927,11628.788,0.287,1.265,51.52,90554.09629,25
3914,126,static,1,3,1,47,116074,911,0,766,997,454,113623,8126,arbiter,2000,512,288,512x288,92000,0.145,0.368,47,12201.277,0.297,1.266,45.05,137962.2078,41
3915,126,static,1,3,1,48,118479,1142,0,572,554,316,79160,7721,arbiter,2000,512,288,512x288,94000,33.435,0.367,47.042,12579.957,0.303,1.267,65.676,77781.033,29
3916,126,static,1,3,1,49,120093,632,0,572,1186,375,93770,8108,arbiter,2000,512,288,512x288,96000,0.176,0.367,47.08,13152.446,0.308,1.268,34.955,171119.8013,37
3917,126,static,1,3,1,50,122335,1064,0,766,902,479,119999,7866,arbiter,2000,512,288,512x288,98000,39.619,0.358,47.145,13724.935,0.317,1.27,47.371,127577.7504,43
3918,126,static,1,3,1,51,124120,733,0,766,887,325,81298,8082,arbiter,2000,512,288,512x288,100000,16.211,0.351,47.207,14491.233,0.326,1.273,36.317,123569.8218,32
3919,126,static,1,3,1,52,126355,728,0,766,780,284,71018,7847,arbiter,2000,512,288,512x288,102000,31.669,0.347,47.266,15257.531,0.335,1.273,49.974,118899.5946,26
3920,126,static,1,3,1,53,128132,578,0,572,2706,782,195560,8071,arbiter,2000,512,288,512x288,104000,0.809,0.35,47.298,15636.211,0.339,1.274,76.676,363113.1776,74
3921,126,static,1,3,1,54,131411,1723,0,572,1075,926,231725,6793,arbiter,2000,512,288,512x288,106000,43.243,0.354,47.329,16208.7,0.343,1.289,56.966,144835.6091,82
3922,126,static,1,3,1,55,133283,905,0,572,2585,1169,292469,6921,arbiter,2000,512,288,512x288,108000,0.809,0.357,47.358,16781.189,0.347,1.29,74.444,336770.9377,102
3923,126,static,1,3,1,56,134801,533,0,239,2148,572,143125,7404,arbiter,2000,320,180,320x180,110000,0.512,0.356,47.352,16687.73,0.346,1.289,70.876,289772.8077,51
3924,126,static,1,3,1,57,136155,259,0,378,5352,693,173273,8050,arbiter,2000,384,216,384x216,112000,14.639,0.359,47.354,16927.245,0.346,1.289,34.904,925252.7838,61
3925,126,static,1,3,1,58,138056,704,0,378,1305,459,114880,8150,arbiter,2000,384,216,384x216,114000,18.975,0.362,47.358,17305.822,0.347,1.288,31.01,184328.7789,41
3926,126,static,1,3,1,59,139876,780,0,766,2093,816,204150,8330,arbiter,2000,512,288,512x288,116000,0.324,0.36,47.416,17684.399,0.354,1.297,34.587,278267.488,72
3927,126,static,1,3,1,60,141348,425,0,766,1691,359,89844,8858,arbiter,2000,512,288,512x288,118000,2.98,0.359,47.464,18450.697,0.361,1.297,34.552,237693.8424,33
3928,126,static,1,3,2,1,172,171,0,239,99,8,2132,2000,arbiter,2000,320,180,320x180,0,80.525,0,51.077,-5760.485,0.24,1.878,33.285,61374.66729,2
3929,126,static,1,3,2,2,3453,2576,0,239,256,329,82445,4000,arbiter,2000,320,180,320x180,2000,422.493,0.48,46.477,-11520.97,0.24,1.878,384.539,47325.22892,38
3930,126,static,1,3,2,3,7472,3330,19,239,281,468,117046,2000,arbiter,2000,320,180,320x180,4000,231.315,0.48,46.745,775.545,-28.991,1.812,389.566,43654.79399,50
3931,126,static,1,3,2,4,11490,3473,2017,239,249,432,108123,2000,arbiter,2000,320,180,320x180,6000,13.057,0.48,65.649,7066.06,-19.839,1.63,148.436,33077.59708,41
3932,126,static,1,3,2,5,15511,3403,2021,239,159,270,67720,2000,arbiter,2000,320,180,320x180,8000,360.968,0.48,74.995,13311.575,-19.81,1.545,393.072,25768.90065,31
3933,126,static,1,3,2,6,19530,3382,2018,239,147,249,62348,2000,arbiter,2000,320,180,320x180,10000,372.261,0.48,69.297,13554.09,-19.82,1.493,386.009,24035.13732,29
3934,126,static,1,3,2,7,23544,3379,2014,239,126,212,53248,2000,arbiter,2000,320,180,320x180,12000,490.307,0.48,65.461,13772.605,-19.83,1.448,497.695,21509.26061,25
3935,126,static,1,3,2,8,27570,3359,2025,239,109,184,46171,2000,arbiter,2000,320,180,320x180,14000,1559.954,0.48,62.777,14033.12,-19.84,1.42,132.847,390467.2827,25
3936,126,static,1,3,2,9,31585,3406,2015,239,132,225,56343,2000,arbiter,2000,320,180,320x180,16000,15.987,0.48,60.743,14275.635,-19.85,1.395,371.233,19798.40038,30
3937,126,static,1,3,2,10,35598,3371,2012,239,109,185,46325,2000,arbiter,2000,320,180,320x180,18000,31.146,0.48,59.117,14476.15,-19.86,1.366,365.191,15054.96261,21
3938,126,static,1,3,2,11,39616,3375,2018,239,130,220,55018,2000,arbiter,2000,320,180,320x180,20000,578.604,0.48,57.861,14724.665,-19.87,1.336,522.016,23700.28154,27
3939,126,static,1,3,2,12,42116,1974,499,239,211,208,52119,2000,arbiter,2000,320,180,320x180,22000,16.176,0.48,52.941,10425.18,-19.953,1.327,65.033,29922.53105,19
3940,126,static,1,3,2,13,43633,851,0,239,426,181,45321,2483,arbiter,2000,320,180,320x180,24000,286.035,0.48,47.675,4610.695,-20.86,1.338,194.393,128122.0285,27
3941,126,static,1,3,2,14,44959,773,0,239,327,126,31597,3158,arbiter,2000,320,180,320x180,26000,13.611,0.48,46.477,3353.21,0.24,1.345,61.396,56928.46101,12
3942,126,static,1,3,2,15,47417,1729,0,239,157,136,34006,2701,arbiter,2000,320,180,320x180,28000,260.317,0.48,46.477,3592.725,0.24,1.352,233.983,26996.94749,13
3943,126,static,1,3,2,16,50180,1940,62,239,227,221,55270,2000,arbiter,2000,320,180,320x180,30000,12.978,0.48,46.593,4018.24,-41.094,1.342,100.084,30043.11131,21
3944,126,static,1,3,2,17,51754,821,0,239,645,264,66235,2427,arbiter,2000,320,180,320x180,32000,233.997,0.48,46.588,4257.755,-44.046,1.346,245.048,177272.5575,34
3945,126,static,1,3,2,18,55146,2603,964,239,212,276,69071,2000,arbiter,2000,320,180,320x180,34000,155.791,0.48,48.079,7203.27,-20.536,1.332,167.8,30620.98832,25
3946,126,static,1,3,2,19,57934,2079,788,239,284,295,73833,2000,arbiter,2000,320,180,320x180,36000,33.047,0.48,49.226,9806.785,-20.204,1.32,92.34,37651.95772,27
3947,126,static,1,3,2,20,59778,1052,0,239,525,276,69054,2156,arbiter,2000,320,180,320x180,38000,12.473,0.48,47.653,7154.3,-20.83,1.323,46.191,75094.63251,31
3948,126,static,1,3,2,21,63222,2734,1287,239,212,290,72601,2000,arbiter,2000,320,180,320x180,40000,165.085,0.48,48.294,8890.815,-20.435,1.31,164.516,30542.90909,27
3949,126,static,1,3,2,22,66530,2566,1307,239,358,459,114859,2000,arbiter,2000,320,180,320x180,42000,150.066,0.48,49.966,13051.33,-20.106,1.299,119.171,50877.58777,41
3950,126,static,1,3,2,23,67807,574,0,239,1362,391,97765,2723,arbiter,2000,320,180,320x180,44000,174.017,0.48,48.183,9429.845,-20.49,1.301,158.967,460703.3711,47
3951,126,static,1,3,2,24,71595,3052,1065,239,234,357,89481,2000,arbiter,2000,320,180,320x180,46000,240.121,0.48,47.785,8943.36,-20.704,1.29,185.844,34206.00862,32
3952,126,static,1,3,2,25,74800,2392,1204,239,253,303,75888,2000,arbiter,2000,320,180,320x180,48000,218.993,0.48,49.147,12794.875,-20.211,1.281,146.927,38441.60724,28
3953,126,static,1,3,2,26,75851,391,0,239,1430,279,69910,2950,arbiter,2000,320,180,320x180,50000,163.31,0.48,47.863,9839.39,-20.663,1.282,63.262,1153486.355,35
3954,126,static,1,3,2,27,78622,1937,0,239,316,306,76536,2179,arbiter,2000,320,180,320x180,52000,158.583,0.48,46.477,6466.905,0.24,1.283,116.838,46618.23734,28
3955,126,static,1,3,2,28,79883,451,0,239,1320,297,74437,2918,arbiter,2000,320,180,320x180,54000,210.516,0.48,46.477,6706.42,0.24,1.285,45.988,1702630.632,35
3956,126,static,1,3,2,29,82679,1939,0,239,255,248,62010,2123,arbiter,2000,320,180,320x180,56000,153.647,0.48,46.477,6945.935,0.24,1.286,124.612,38207.71485,23
3957,126,static,1,3,2,30,83919,348,0,239,1330,231,57894,2883,arbiter,2000,320,180,320x180,58000,146.308,0.48,46.477,7185.45,0.24,1.287,41.605,1326088.374,27
3958,126,static,1,3,2,31,85928,1244,0,239,276,172,43066,2874,arbiter,2000,320,180,320x180,60000,170.172,0.48,46.477,7424.965,0.24,1.29,117.987,45298.33675,16
3959,126,static,1,3,2,32,87951,1083,0,378,625,338,84652,2852,arbiter,2000,384,216,384x216,62000,0.208,0.448,46.604,7664.48,0.244,1.29,39.177,89449.71049,35
3960,126,static,1,3,2,33,90798,1500,0,572,819,614,153624,2005,arbiter,2000,512,288,512x288,64000,102.639,0.404,46.693,8043.057,0.254,1.3,118.72,123155.4342,55
3961,126,static,1,3,2,34,92595,351,0,378,986,173,43287,2209,arbiter,2000,384,216,384x216,66000,0.328,0.404,46.725,8227.722,0.257,1.295,23.661,154799.6869,16
3962,126,static,1,3,2,35,94678,834,0,378,773,322,80601,2126,arbiter,2000,384,216,384x216,68000,54.364,0.405,46.75,8606.299,0.261,1.296,57.129,124651.6377,29
3963,126,static,1,3,2,36,95994,443,0,572,1316,291,72890,2810,arbiter,2000,512,288,512x288,70000,0.226,0.39,46.813,8984.876,0.27,1.301,33.634,193509.1128,31
3964,126,static,1,3,2,37,97718,652,0,378,670,218,54613,3086,arbiter,2000,384,216,384x216,72000,39.234,0.393,46.836,9169.541,0.273,1.301,54.316,102998.3828,20
3965,126,static,1,3,2,38,99482,800,0,572,815,326,81567,3323,arbiter,2000,512,288,512x288,74000,0.229,0.385,46.892,9548.118,0.28,1.303,49.63,112008.5784,30
3966,126,static,1,3,2,39,101136,612,0,378,774,237,59250,3669,arbiter,2000,384,216,384x216,76000,18.761,0.388,46.911,9732.783,0.283,1.302,30.136,109869.6462,22
3967,126,static,1,3,2,40,102790,660,0,572,982,324,81062,4016,arbiter,2000,512,288,512x288,78000,0.164,0.383,46.962,10111.36,0.29,1.304,28.407,140120.6689,29
3968,126,static,1,3,2,41,104013,267,0,378,1910,255,63765,4793,arbiter,2000,384,216,384x216,80000,0.14,0.387,46.978,10296.025,0.292,1.304,37.42,366872.6922,31
3969,126,static,1,3,2,42,105425,497,0,572,1377,342,85602,5382,arbiter,2000,512,288,512x288,82000,0.152,0.384,47.025,10674.602,0.299,1.306,32.925,203254.9592,31
3970,126,static,1,3,2,43,106930,526,0,572,1493,392,98174,5877,arbiter,2000,512,288,512x288,84000,2.666,0.383,47.07,11247.091,0.305,1.309,10.53,199483.8349,35
3971,126,static,1,3,2,44,108034,76,0,572,11850,450,112579,6773,arbiter,2000,512,288,512x288,86000,0.739,0.383,47.112,11819.58,0.311,1.312,9.585,11231639.5,44
3972,126,static,1,3,2,45,110410,924,0,766,814,376,94030,6398,arbiter,2000,512,288,512x288,88000,34.294,0.371,47.183,12392.069,0.322,1.314,39.364,111543.6005,34
3973,126,static,1,3,2,46,112082,549,0,766,1425,391,97833,6726,arbiter,2000,512,288,512x288,90000,17.559,0.364,47.251,13158.367,0.331,1.315,39.235,201561.4304,40
3974,126,static,1,3,2,47,114293,966,0,766,940,454,113623,6516,arbiter,2000,512,288,512x288,92000,33.45,0.359,47.316,13924.665,0.34,1.33,66.563,136571.8248,41
3975,126,static,1,3,2,48,116097,559,0,766,1619,452,113172,6713,arbiter,2000,512,288,512x288,94000,17.161,0.355,47.378,14690.963,0.349,1.331,37.909,228057.5438,46
3976,126,static,1,3,2,49,118824,1469,0,1077,1044,767,191810,5987,arbiter,2000,640,360,640x360,96000,49.518,0.333,47.489,15457.261,0.364,1.343,74.504,145088.3565,68
3977,126,static,1,3,2,50,122451,2417,0,1077,586,708,177096,4361,arbiter,2000,640,360,640x360,98000,49.962,0.318,47.589,16535.183,0.378,1.353,31.539,137486.9642,65
3978,126,static,1,3,2,51,124139,347,0,1801,4497,780,195098,4674,arbiter,2000,736,414,736x414,100000,47.307,0.24,47.812,17613.105,0.406,1.358,50.091,952701.714,79
3979,126,static,1,3,2,52,126483,1096,0,1801,1119,613,153406,4330,arbiter,2000,736,414,736x414,102000,24.385,0.19,48,19414.439,0.433,1.362,38.93,152306.9755,54
3980,126,static,1,3,2,53,128150,148,0,1801,34274,2536,634071,4664,arbiter,2000,736,414,736x414,104000,15.861,0.156,48.181,21215.773,0.459,1.366,35.602,6929675.636,102
3981,126,static,1,3,2,54,132160,2610,0,2422,2902,3787,946860,2654,arbiter,2000,1280,720,1280x720,106000,15.514,0.083,48.454,23017.107,0.495,1.384,29.868,374600.5139,265
3982,126,static,1,3,2,55,133962,669,0,378,2344,784,196034,2852,arbiter,2000,384,216,384x216,108000,14.519,0.086,48.523,21351.894,0.493,1.381,0.267,316017.5321,69
3983,126,static,1,3,2,56,136172,1338,0,766,2645,1770,442501,2643,arbiter,2000,512,288,512x288,110000,0.206,0.097,48.557,21730.471,0.498,1.39,51.616,346883.5453,158
3984,126,static,1,3,2,57,138550,1374,0,766,2195,1508,377127,2265,arbiter,2000,512,288,512x288,112000,0.978,0.107,48.59,22496.769,0.503,1.393,53.815,282426.2537,132
3985,126,static,1,3,2,58,140200,599,0,1077,4622,1384,346075,2615,arbiter,2000,640,360,640x360,114000,18.854,0.117,48.656,23263.067,0.513,1.413,14.804,641845.2927,96
3986,126,static,1,3,2,59,142477,1231,0,1801,3100,1908,477027,2339,arbiter,2000,736,414,736x414,116000,18.983,0.106,48.822,24340.989,0.535,1.417,29.818,413654.0058,166
3987,126,static,1,3,2,60,144214,794,0,3091,4084,1621,405345,2602,arbiter,2000,1280,720,1280x720,118000,0.786,0.013,49.153,26142.323,0.577,1.435,55.176,541495.9338,141
3988,126,static,1,3,3,1,200,199,0,239,85,8,2132,2000,arbiter,2000,320,180,320x180,0,83.062,0,51.077,-5760.485,0.24,1.878,0.068,788996.9809,2
3989,126,static,1,3,3,2,3404,2543,0,239,259,329,82445,4000,arbiter,2000,320,180,320x180,2000,525.648,0.48,46.477,-11520.97,0.24,1.878,475.586,51159.88058,36
3990,126,static,1,3,3,3,7424,3325,19,239,281,468,117046,2000,arbiter,2000,320,180,320x180,4000,319.114,0.48,46.745,775.545,-28.991,1.812,488.115,45145.39466,50
3991,126,static,1,3,3,4,11442,3406,2018,239,253,432,108123,2000,arbiter,2000,320,180,320x180,6000,371.729,0.48,65.658,7069.06,-19.839,1.63,388.266,41234.07663,42
3992,126,static,1,3,3,5,15462,3458,2020,239,156,270,67720,2000,arbiter,2000,320,180,320x180,8000,13.933,0.48,74.995,13311.575,-19.81,1.545,147.425,20703.02906,29
3993,126,static,1,3,3,6,19480,3407,2017,239,146,249,62348,2000,arbiter,2000,320,180,320x180,10000,23.287,0.48,69.286,13548.09,-19.82,1.493,125.182,19385.96948,29
3994,126,static,1,3,3,7,23497,3421,2016,239,124,212,53248,2000,arbiter,2000,320,180,320x180,12000,15.137,0.48,65.465,13775.605,-19.83,1.448,147.621,16596.63716,22
3995,126,static,1,3,3,8,27519,3428,2021,239,107,184,46171,2000,arbiter,2000,320,180,320x180,14000,18.77,0.48,62.769,14027.12,-19.84,1.42,434.75,15663.10416,26
3996,126,static,1,3,3,9,31534,3380,2014,239,133,225,56343,2000,arbiter,2000,320,180,320x180,16000,1212.131,0.48,60.725,14260.635,-19.85,1.395,954.053,60758.74861,27
3997,126,static,1,3,3,10,35550,3372,2016,239,109,185,46325,2000,arbiter,2000,320,180,320x180,18000,157.161,0.48,59.126,14485.15,-19.86,1.366,478.687,15849.30999,22
3998,126,static,1,3,3,11,41323,5175,3773,239,85,220,55018,2000,arbiter,2000,320,180,320x180,20000,20.581,0.48,62.831,20001.665,-19.837,1.326,154.834,10969.61116,24
3999,126,static,1,3,3,12,44595,2799,1271,239,148,208,52119,2000,arbiter,2000,320,180,320x180,22000,386.822,0.48,59.431,18006.18,-19.856,1.318,139.758,23422.9735,21
4000,126,static,1,3,3,13,46642,1417,47,239,255,181,45321,2000,arbiter,2000,320,180,320x180,24000,113.495,0.48,49.579,7067.695,-20.163,1.315,61.742,38017.08774,17
4001,126,static,1,3,3,14,47636,474,0,239,533,126,31597,3007,arbiter,2000,320,180,320x180,26000,283.19,0.48,46.583,3494.21,-49.234,1.322,50.894,763656.982,19
4002,126,static,1,3,3,15,50093,1735,0,239,156,136,34006,2551,arbiter,2000,320,180,320x180,28000,283.008,0.48,46.477,3592.725,0.24,1.328,244.446,27607.91867,13
4003,126,static,1,3,3,16,51705,873,0,239,506,221,55270,2939,arbiter,2000,320,180,320x180,30000,190.591,0.48,46.477,3832.24,0.24,1.334,197.398,119293.2522,31
